"PMID","DOI","Title","Abstract","domain","Cleaned_Abstract"
"40660809","10.1093/eurjpc/zwaf426","Expert perspectives on incorporating glucagon-like peptide-1 receptor agonist in  diabetes and chronic kidney disease: challenges and opportunities.","Chronic kidney disease (CKD) is a complex and progressive condition ultimately  leading to premature death. Diabetes is the leading cause of end-stage kidney  disease worldwide. Up till 2024, international clinical guidelines have  established three therapeutic pillars to delay CKD progression in people with  type 2 diabetes (T2D): renin-angiotensin system inhibitors, sodium-glucose  cotransporter 2 inhibitors, and the non-steroidal mineralocorticoid receptor  antagonist finerenone. With the recent results from the Evaluate Renal Function  with Semaglutide Once Weekly study, the glucagon-like peptide-l receptor agonist  (GLP-1 RA) class is now considered a new therapeutic pillar in reducing CKD  complications in this patient population. In this expert opinion, we identify  patient populations at risk of developing new onset or worsening pre-existing  CKD to explore optimal therapeutic strategies, introducing GLP-1 RAs. We  highlight the important challenges that remain in optimising, sequencing, and  combining these four therapeutic pillars. Even though the conventional approach  of combining the pillars has been based on the historical emergence of evidence,  we discuss the factors that would influence physicians' decision for preferring  one pillar over another, and for selecting a certain combination, whether  performed simultaneously or sequentially. These factors include the grade of CKD  and the level of albuminuria; diabetic control (glycaemia); comorbidities:  atherosclerotic cardiovascular disease, heart failure, obesity; concomitant  medications; biological variables: potassium serum levels. The efficacy and  safety profiles of each pillar, as demonstrated in landmark trials that have  clearly shown the nephroprotective effects, along with real-world data, should  also be carefully considered when selecting the most appropriate therapeutic  option.  © The Author(s) 2025. Published by Oxford University Press on behalf of the  European Society of Cardiology.",0,"chronic kidney disease ckd complex progressive condition ultimately leading premature death diabetes leading cause endstage kidney disease worldwide till international clinical guidelines established three therapeutic pillars delay ckd progression people type diabetes td reninangiotensin system inhibitors sodiumglucose cotransporter inhibitors nonsteroidal mineralocorticoid receptor antagonist finerenone recent results evaluate renal function semaglutide weekly study glucagonlike peptidel receptor agonist glp ra class now considered new therapeutic pillar reducing ckd complications patient population expert opinion identify patient populations risk developing new onset worsening preexisting ckd explore optimal therapeutic strategies introducing glp ras highlight important challenges remain optimising sequencing combining four therapeutic pillars even though conventional approach combining pillars based historical emergence evidence discuss factors influence physicians decision preferring one pillar another selecting certain combination whether performed simultaneously sequentially factors include grade ckd level albuminuria diabetic control glycaemia comorbidities atherosclerotic cardiovascular disease heart failure obesity concomitant medications biological variables potassium serum levels efficacy safety profiles pillar demonstrated landmark trials clearly shown nephroprotective effects along realworld data also carefully considered selecting appropriate therapeutic option © authors published oxford university press behalf european society cardiology"
"40318537","10.1016/j.jpsychires.2025.04.039","Risk factors for mild cognitive impairment in type 2 diabetes mellitus older  adult: a systematic review and meta-analysis.","AIMS: Numerous of evidence suggest that older adults with diabetes are more  likely to experience mild cognitive impairment (MCI), therefore identifying risk  factors is crucial. Thus, the purpose of this study was to investigate the risk  factors for the development of MCI in older diabetics. METHODS: The MEDLINE, Web of Science, Scopus, and Embase databases were searched  for pertinent research on the risk factors for the beginning of MCI. The  remaining studies were assessed using predetermined inclusion and exclusion  criteria after duplicate studies were eliminated. The Comprehensive  Meta-Analysis software (version 2) was used to analyze the data. The Egger test  was used to examine publication bias, while the I-square statistic was used to  evaluate study heterogeneity. 95 % confidence limits and odds ratios were used  in the analysis. RESULTS: Thirty studies were authorized for assessment and statistical analysis  using the systematic review procedure. These studies' findings indicate that,  using both univariate and multivariate analyses, the odds ratio for the  occurrence of MCI in older people with diabetes is higher for factors like low  educational attainment (univariate analysis: OR = 0.706, CI95 %: 0.622-0.801,  P ≤ 0.001 and multivariate analysis: OR = 0.753, CI95 %: 0.637-0.831,  P = 0.001), duration of diabetes (univariate analysis: OR = 1.249, CI95 %:  1.111-1.405, P ≤ 0.001 and multivariate analysis: OR = 1.174, CI95 %:  1.006-1.370, P = 0.042), abnormal Hemoglobin A1c (HbA1C) levels (univariate  analysis: OR = 1.744, CI95 %: 1.277-2.383, P ≤ 0.001 and multivariate analysis:  OR = 1.248, CI95 %: 1.091-1.427, P ≤ 0.001), retinopathy(OR = 2.163, CI95 %:  1.686-2.776, P ≤ 0.001), nephropathy(OR = 1.568, CI95 %: 1.151-2.135,  P = 0.004), neuropathy(OR = 1.334, CI95 %: 0.686-2.591, P = 0.396),  depression(univariate analysis: OR = 1.649, CI95 %: 1.016-2.841, P = 0.046, and  multivariate analysis: OR = 1.957, CI95 %: 1.322-2.856, P ≤ 0.001), and  stroke(univariate analysis: OR = 1.820, CI95 %: 1.172-2.827, P = 0.008.  multivariate analysis: OR = 1.496, CI95 %: 1.184-1.899, P = 0.001). Furthermore,  univariate data analysis revealed that age(OR = 1.067, CI95 %: 1.011-1.126,  P = 0.019), high total cholesterol(OR = 0.934, CI95 %: 0.866-1.008, P = 0.076),  fasting blood sugar(OR = 1.129, CI95 %: 1.017-1.254, P = 0.023), the presence of  hypertension(OR = 1.572, CI95 %: 1.147-2.155, P = 0.005), and kidney  disease(OR = 1.676, CI95 %: 0.972-2.89, P = 0.063), all affect the odds ratio  for the development of MCI in older adults with diabetes. CONCLUSION: factors like low education, long-term diabetes, abnormal HbA1C  levels, retinopathy, nephropathy, depression, and stroke, as well as high total  cholesterol, fasting blood glucose, high blood pressure, and kidney disease,  increase the risk of developing MCI in older diabetics. These cases in diabetic  patients require special attention.  Copyright © 2025 Elsevier Ltd. All rights reserved.",0,"aims numerous evidence suggest older adults diabetes likely experience mild cognitive impairment mci therefore identifying risk factors crucial thus purpose study investigate risk factors development mci older diabetics methods medline web science scopus embase databases searched pertinent research risk factors beginning mci remaining studies assessed using predetermined inclusion exclusion criteria duplicate studies eliminated comprehensive metaanalysis software version used analyze data egger test used examine publication bias isquare statistic used evaluate study heterogeneity   confidence limits odds ratios used analysis results thirty studies authorized assessment statistical analysis using systematic review procedure studies findings indicate using univariate multivariate analyses odds ratio occurrence mci older people diabetes higher factors like low educational attainment univariate analysis    ci  p ≤  multivariate analysis    ci  p   duration diabetes univariate analysis    ci  p ≤  multivariate analysis    ci  p   abnormal hemoglobin ac hbac levels univariate analysis    ci  p ≤  multivariate analysis    ci  p ≤  retinopathyor   ci  p ≤  nephropathyor   ci  p   neuropathyor   ci  p   depressionunivariate analysis    ci  p   multivariate analysis    ci  p ≤  strokeunivariate analysis    ci  p   multivariate analysis    ci  p   furthermore univariate data analysis revealed ageor   ci  p   high total cholesterolor   ci  p   fasting blood sugaror   ci  p   presence hypertensionor   ci  p   kidney diseaseor   ci  p   affect odds ratio development mci older adults diabetes conclusion factors like low education longterm diabetes abnormal hbac levels retinopathy nephropathy depression stroke well high total cholesterol fasting blood glucose high blood pressure kidney disease increase risk developing mci older diabetics cases diabetic patients require special attention copyright © elsevier ltd rights reserved"
"39290074","10.1080/14786419.2024.2402461","Hallmarks of diabetes mellitus and insights into the therapeutic potential of  synergy-based combinations of phytochemicals in reducing oxidative  stress-induced diabetic complications.","Diabetes mellitus (DM) is a serious health issue and is still one of the major  causes of mortality around the globe. Natural products have progressively  integrated into modern, advanced medical practices. Phytoconstituents from some  medicinal plants have demonstrated therapeutic activity in treating different  metabolic disorders and have been used to treat DM and its severe complications.  The present review provides details of the major anti-diabetic targets  identified in the literature and also provides comprehensive information  regarding the therapeutic role of a synergy-based combination of  phytoconstituents that functions by controlling specific molecular pathways  synchronously by inhibiting certain key regulators involved in the development  and progression of DM. The review also implicated the role of oxidative stress  in diabetic complications and presented scientific validations of phytochemicals  and their synergy-based combination using in vitro and or in vivo approaches.",0,"diabetes mellitus dm serious health issue still one major causes mortality around globe natural products progressively integrated modern advanced medical practices phytoconstituents medicinal plants demonstrated therapeutic activity treating different metabolic disorders used treat dm severe complications present review provides details major antidiabetic targets identified literature also provides comprehensive information regarding therapeutic role synergybased combination phytoconstituents functions controlling specific molecular pathways synchronously inhibiting certain key regulators involved development progression dm review also implicated role oxidative stress diabetic complications presented scientific validations phytochemicals synergybased combination using vitro vivo approaches"
"41141352","10.3389/fendo.2025.1572089","Association of systemic immune-inflammation index with type 2 diabetes mellitus  and its prognostic significance: a systematic review and meta-analysis.","BACKGROUND: The systemic immune-inflammation index (SII), a novel biomarker, may  be associated with type 2 diabetes mellitus (T2DM). This study aimed to  investigate the relationship between SII and T2DM, as well as its prognostic  value. METHODS: A comprehensive search of PubMed, Embase, Cochrane Library, Web of  Science, CNKI, VIP, Wanfang, and Biomedical Literature Database was conducted to  identify eligible studies published up to October 26, 2024. Relative risk (RR),  odds ratio (OR), and hazard ratio (HR), along with their 95% confidence  intervals (CIs), were extracted and synthesized. Statistical analyses were  performed using Stata 15.1 software. RESULTS: 21 studies were included. SII was associated with an increased risk of  major adverse cardiovascular events (MACE) and mortality. Each one-unit standard  deviation (SD) increase in SII was positively correlated with MACE risk (OR/HR =  1.07; 95% CI: 1.04-1.10; P < 0.001). However, no significant association was  found between SII and diabetic retinopathy. Regarding glucose metabolism  abnormalities and diabetic nephropathy, high SII was significantly associated  with increased risk (P < 0.05). CONCLUSIONS: Elevated SII is associated with an increased risk of MACE,  mortality, diabetic nephropathy and glucose metabolism abnormalities but shows  no significant correlation with diabetic retinopathy.  Copyright © 2025 Xu and Jiang.",0,"background systemic immuneinflammation index sii novel biomarker may associated type diabetes mellitus tdm study aimed investigate relationship sii tdm well prognostic value methods comprehensive search pubmed embase cochrane library web science cnki vip wanfang biomedical literature database conducted identify eligible studies published october relative risk rr odds ratio hazard ratio hr along confidence intervals cis extracted synthesized statistical analyses performed using stata software results studies included sii associated increased risk major adverse cardiovascular events mace mortality oneunit standard deviation sd increase sii positively correlated mace risk orhr ci p however significant association found sii diabetic retinopathy regarding glucose metabolism abnormalities diabetic nephropathy high sii significantly associated increased risk p conclusions elevated sii associated increased risk mace mortality diabetic nephropathy glucose metabolism abnormalities shows significant correlation diabetic retinopathy copyright © xu jiang"
"41750302","10.3390/biom16020232","Galectins: Role and Therapeutics in Diabetes and Diabetic Foot Ulcers.","Diabetes is a chronic inflammatory disease due to decreased insulin release or  insulin resistance. Diabetes complications stem from high blood sugar damaging  blood vessels and nerves, leading to issues like heart disease, stroke, kidney  failure, nerve damage, vision loss, foot ulcers, gum disease, skin infections,  and digestive/bladder issues. Galectins, especially galectin-3, are emerging as  key players in diabetes complications, promoting fibrosis, inflammation, and  vascular damage. This suggests that galectins may be potential therapeutic  targets in diabetes and its complications, and a need to understand their role  and therapeutic potential. The objective of this review is to synthesize current  evidence on galectin biology in diabetes mellitus (mainly on type II diabetes)  and DFUs, delineate their mechanistic roles in metabolic dysfunction and wound  healing, summarize findings from human and preclinical studies, and evaluate  emerging diagnostic and therapeutic strategies. Finally, this review highlights  key gaps that must be addressed to advance clinical translation. The literature  search suggests that galectins play a critical role in the pathogenesis of  diabetes and related complications and may be potential therapeutic targets.",0,"diabetes chronic inflammatory disease due decreased insulin release insulin resistance diabetes complications stem high blood sugar damaging blood vessels nerves leading issues like heart disease stroke kidney failure nerve damage vision loss foot ulcers gum disease skin infections digestivebladder issues galectins especially galectin emerging key players diabetes complications promoting fibrosis inflammation vascular damage suggests galectins may potential therapeutic targets diabetes complications need understand role therapeutic potential objective review synthesize current evidence galectin biology diabetes mellitus mainly type ii diabetes dfus delineate mechanistic roles metabolic dysfunction wound healing summarize findings human preclinical studies evaluate emerging diagnostic therapeutic strategies finally review highlights key gaps must addressed advance clinical translation literature search suggests galectins play critical role pathogenesis diabetes related complications may potential therapeutic targets"
"41267376","10.1177/15209156251390818","Clinical Trials in Diabetes: Examining the Value of Use of Continuous Dual  Glucose-Ketone Monitoring.","Severe diabetic ketoacidosis (DKA) is a critical medical condition that often  necessitates emergency treatment and hospitalization. Although DKA primarily  impacts individuals with type 1 diabetes (T1D), its annual incidence among  adults with T1D ranges from 4% to 8% following diagnosis. Continuous glucose  monitoring (CGM) has become a standard tool for managing T1D and type 2 diabetes  (T2D) in patients using insulin or aiming to improve self-management. However,  advances in continuous dual glucose-ketone monitoring (DGK) technology offer new  possibilities for clinical research and patient care. This article explores the  potential applications of DGK in clinical research, with a focus on T1D, while  also considering its broader relevance for T2D and other patient populations.",0,"severe diabetic ketoacidosis dka critical medical condition often necessitates emergency treatment hospitalization although dka primarily impacts individuals type diabetes td annual incidence among adults td ranges following diagnosis continuous glucose monitoring cgm become standard tool managing td type diabetes td patients using insulin aiming improve selfmanagement however advances continuous dual glucoseketone monitoring dgk technology offer new possibilities clinical research patient care article explores potential applications dgk clinical research focus td also considering broader relevance td patient populations"
"41229224","","[New paradigm in the management of type 2 diabetes].","Type 2 diabetes management evolved considerably over the past few decades. The  present article summarizes three successive key steps : the glucocentric target,  the multirisk approach and the organ protection strategy.  Publisher: La prise en charge du diabète de type 2 a considérablement évolué au  cours des dernières décennies. Cet article résume trois étapes clé successives :  la cible glucocentrique, l’approche «multi-risques» et la stratégie protection  d’organes.",0,"type diabetes management evolved considerably past decades present article summarizes three successive key steps glucocentric target multirisk approach organ protection strategy publisher la prise en charge du diabète de type considérablement évolué au cours des dernières décennies cet article résume trois étapes clé successives la cible glucocentrique l’approche «multirisques» et la stratégie protection d’organes"
"39930551","10.1111/dom.16242","Mechanisms of diabetic cardiomyopathy: Focus on inflammation.","PURPOSE OF REVIEW: Type 2 diabetes (T2D) significantly increases the risk of  heart failure (HF), either through the progression of coronary artery disease  (CAD) or through direct myocardial alterations, termed diabetic cardiomyopathy.  This review examines key pathophysiological mechanisms underlying diabetic  cardiomyopathy, focusing on the role of inflammation. It also addresses  diagnostic and therapeutic approaches to mitigate myocardial damage in T2D. RECENT FINDINGS: Chronic low-grade inflammation is considered as a major  contributor to diabetic cardiomyopathy. T2D-related factors, including  hyperglycemia and insulin resistance, activate inflammatory pathways that worsen  myocardial dysfunction. Despite advances in understanding these mechanisms, no  therapies specifically targeting the cardiac changes in T2D have been  identified. SUMMARY: While significant advances have been made in elucidating the  inflammatory mechanisms contributing to diabetic cardiomyopathy, therapeutic  advancements remain limited, potentially due to an incomplete understanding of  regulatory pathways. A comprehensive investigation into the specific roles of  immune cells and inflammatory mediators in diabetic cardiomyopathy is essential  for identifying novel therapeutic targets. Expanding our knowledge of these  molecular mechanisms has the potential to facilitate the development of  innovative therapeutic strategies, thereby improving clinical outcomes in  patients with T2D.  © 2025 The Author(s). Diabetes, Obesity and Metabolism published by John Wiley &  Sons Ltd.",0,"purpose review type diabetes td significantly increases risk heart failure hf either progression coronary artery disease cad direct myocardial alterations termed diabetic cardiomyopathy review examines key pathophysiological mechanisms underlying diabetic cardiomyopathy focusing role inflammation also addresses diagnostic therapeutic approaches mitigate myocardial damage td recent findings chronic lowgrade inflammation considered major contributor diabetic cardiomyopathy tdrelated factors including hyperglycemia insulin resistance activate inflammatory pathways worsen myocardial dysfunction despite advances understanding mechanisms therapies specifically targeting cardiac changes td identified summary significant advances made elucidating inflammatory mechanisms contributing diabetic cardiomyopathy therapeutic advancements remain limited potentially due incomplete understanding regulatory pathways comprehensive investigation specific roles immune cells inflammatory mediators diabetic cardiomyopathy essential identifying novel therapeutic targets expanding knowledge molecular mechanisms potential facilitate development innovative therapeutic strategies thereby improving clinical outcomes patients td © authors diabetes obesity metabolism published john wiley sons ltd"
"40829554","10.1016/j.jdiacomp.2025.109149","Is there a link between dry eye disease and diabetes mellitus? A systematic  review and meta-analysis.","BACKGROUND: Keratoconjunctivitis sicca, or the dry eye disease (DED) is  prevalent multifactorial disorder of the tears and ocular surface, which has  lately been interested scholars, particularly in establishing its link with  diabetes mellitus (DM). This study aimed to evaluate the association between DM  and DED through a comprehensive systematic review and meta-analysis of existing  published articles, and thus understand the attributed risks for DED development  in diabetic patients. METHODS: Four databases, PubMed, Cochrane Library (CENTRAL), Web of Science, and  Google Scholar, were electronically searched for relevant publications.  Peer-reviewed articles in English language reporting on DED prevalence among  diabetic population published over the last 10 years were considered. A random  effect model with odds ratio (OR) and risk ratio (RR) and respective confidence  intervals were used in our statistical analysis to determine pooled effect  sizes. RESULTS: This study included 23 studies with 5566 participants. Diabetic  individuals had a significantly higher prevalence of dry eye disease (DED) than  non-diabetics (OR: 2.30 [95 % CI: 1.54-3.43]; RR: 1.69 [95 % CI: 1.28-2.25]).  Older age (>50 years), longer diabetes duration (>10 years), and poor glycemic  control (HbA1c >7 %) were associated with increased DED risk. Gender-based  findings varied, with slightly higher odds in males, though not statistically  significant. High heterogeneity (I2 = 72 %) was observed, but sensitivity  analyses confirmed result stability. Minimal publication bias was detected.  Mechanisms linking diabetes to DED included oxidative stress, inflammation, and  neuropathy-related tear dysfunction. CONCLUSIONS: Our study confirmed a significant association between DM and DED  prevalence and severity, and diabetic patients exhibit higher DED risks. These  risks are pronounced in older adults, particularly those diagnosed with T2DM."".  Hence, early detection and management of DED in diabetic population is a  priority to enhance patient's quality of life.  Copyright © 2025 Elsevier Inc. All rights reserved.",0,"background keratoconjunctivitis sicca dry eye disease ded prevalent multifactorial disorder tears ocular surface lately interested scholars particularly establishing link diabetes mellitus dm study aimed evaluate association dm ded comprehensive systematic review metaanalysis existing published articles thus understand attributed risks ded development diabetic patients methods four databases pubmed cochrane library central web science google scholar electronically searched relevant publications peerreviewed articles english language reporting ded prevalence among diabetic population published last  years considered random effect model odds ratio risk ratio rr respective confidence intervals used statistical analysis determine pooled effect sizes results study included studies participants diabetic individuals significantly higher prevalence dry eye disease ded nondiabetics   ci rr   ci older age  years longer diabetes duration  years poor glycemic control hbac   associated increased ded risk genderbased findings varied slightly higher odds males though statistically significant high heterogeneity     observed sensitivity analyses confirmed result stability minimal publication bias detected mechanisms linking diabetes ded included oxidative stress inflammation neuropathyrelated tear dysfunction conclusions study confirmed significant association dm ded prevalence severity diabetic patients exhibit higher ded risks risks pronounced older adults particularly diagnosed tdm hence early detection management ded diabetic population priority enhance patients quality life copyright © elsevier inc rights reserved"
"41384663","10.1051/medsci/2025161","[Cell therapy of diabetes in France: from islet transplantation to future  perspectives].","Pancreatic islet transplantation (PIT) became a clinical reality in France in  2021, providing a groundbreaking alternative for patients with type 1 diabetes  (T1D) suffering from lability or severe hypoglycemic unawareness. This cellular  therapy involves implanting insulin-producing islets from brain-deceased donors  (allograft) or after pancreatectomy (autograft), significantly improving glucose  control and reducing diabetes-related complications. However, PIT faces major  challenges, including limited donor availability, lifelong immunosuppression,  and progressive islet loss. Researchers are now exploring alternative  approaches, such as stem cell-derived islets and xenografts, to overcome these  obstacles and expand access to this promising therapy. The future of PIT may  hinge on the success of hypoimmune stem cell-derived insulin secreting islets or  autologous grafts that would avoid rejection and autoimmune recurrence in the  absence of immunosuppressive drug treatment, paving the way for a long-term  solution for millions of diabetic patients worldwide.  Publisher: TITLE: La thérapie cellulaire du diabète en France - De la greffe  d’îlots de Langerhans aux perspectives d’avenir. ABSTRACT: La transplantation d’îlots pancréatiques est devenue une réalité  clinique en France en 2021, offrant une alternative aux patients atteints de  diabète de type 1 instable ou souffrant d’hypoglycémies sévères non ressenties.  Cette thérapie cellulaire implique l’implantation chez un receveur, d’îlots de  Langerhans provenant de donneurs en état de mort encéphalique (allogreffe) ou  d’îlots de Langerhans isolés à la suite d’une pancréatectomie (autogreffe).  Cette thérapie cellulaire améliore le contrôle glycémique et réduit les  complications liées au diabète. La transplantation d’îlots pancréatiques se  heurte néanmoins à des défis majeurs : la disponibilité des donneurs,  l’immunosuppression, et un déclin fonctionnel progressif des îlots greffés. La  recherche explore différentes stratégies pour élargir cette approche, notamment  la xénogreffe, les cellules souches insulino-sécrétrices hypo-immunes ou  autologues, et l’immuno-protection pour ne plus susciter ni de rejet, ni de  récidive auto-immune. Ces méthodes pourraient éliminer la nécessité d’une  immunosuppression, offrant ainsi une solution à long terme aux millions de  patients diabétiques dans le monde.  © 2025 médecine/sciences – Inserm.",0,"pancreatic islet transplantation pit became clinical reality france providing groundbreaking alternative patients type diabetes td suffering lability severe hypoglycemic unawareness cellular therapy involves implanting insulinproducing islets braindeceased donors allograft pancreatectomy autograft significantly improving glucose control reducing diabetesrelated complications however pit faces major challenges including limited donor availability lifelong immunosuppression progressive islet loss researchers now exploring alternative approaches stem cellderived islets xenografts overcome obstacles expand access promising therapy future pit may hinge success hypoimmune stem cellderived insulin secreting islets autologous grafts avoid rejection autoimmune recurrence absence immunosuppressive drug treatment paving way longterm solution millions diabetic patients worldwide publisher title la thérapie cellulaire du diabète en france de la greffe d’îlots de langerhans aux perspectives d’avenir abstract la transplantation d’îlots pancréatiques est devenue une réalité clinique en france en offrant une alternative aux patients atteints de diabète de type instable ou souffrant d’hypoglycémies sévères non ressenties cette thérapie cellulaire implique l’implantation chez un receveur d’îlots de langerhans provenant de donneurs en état de mort encéphalique allogreffe ou d’îlots de langerhans isolés à la suite d’une pancréatectomie autogreffe cette thérapie cellulaire améliore le contrôle glycémique et réduit les complications liées au diabète la transplantation d’îlots pancréatiques se heurte néanmoins à des défis majeurs la disponibilité des donneurs l’immunosuppression et un déclin fonctionnel progressif des îlots greffés la recherche explore différentes stratégies pour élargir cette approche notamment la xénogreffe les cellules souches insulinosécrétrices hypoimmunes ou autologues et l’immunoprotection pour ne plus susciter ni de rejet ni de récidive autoimmune ces méthodes pourraient éliminer la nécessité d’une immunosuppression offrant ainsi une solution à long terme aux millions de patients diabétiques dans le monde © médecinesciences – inserm"
"41392636","","[Holistic and personalized management of type 2 diabetes].","The management of type 2 diabetes has considerably evolved during the last  decades. It remains a major challenge for the clinician because of the  multiplicity of factors that should be taken into account and because of the  emergence of an increasing number of new medications. The present clinical  vignette summarizes and practically discusses three key steps for an optimal  management of type 2 diabetes : why and how control hyperglycaemia, why and how  correct associated risk factors and why and how protect two target organs, heart  and kidneys.  Publisher: La prise en charge du diabète de type 2 a considérablement évolué au  cours des dernières décennies. Elle demeure un défi pour le praticien en raison  de la multitude des facteurs à prendre en considération et de l’émergence d’un  nombre croissant de nouveaux médicaments. Cette vignette clinique résume et  discute pratiquement trois étapes clé de la prise en charge du diabète de type 2  : pourquoi et comment contrôler l’hyperglycémie chronique, pourquoi et comment  corriger les facteurs de risque associés ainsi que pourquoi et comment protéger  deux organes cibles, le cœur et les reins.",0," management type diabetes considerably evolved last decades remains major challenge clinician multiplicity factors taken account emergence increasing number new medications present clinical vignette summarizes practically discusses three key steps optimal management type diabetes control hyperglycaemia correct associated risk factors protect two target organs heart kidneys publisher la prise en charge du diabète de type considérablement évolué au cours des dernières décennies elle demeure un défi pour le praticien en raison de la multitude des facteurs à prendre en considération et de l’émergence d’un nombre croissant de nouveaux médicaments cette vignette clinique résume et discute pratiquement trois étapes clé de la prise en charge du diabète de type pourquoi et comment contrôler l’hyperglycémie chronique pourquoi et comment corriger les facteurs de risque associés ainsi que pourquoi et comment protéger deux organes cibles le cœur et les reins"
"41607457","10.3389/fendo.2025.1679751","Immune checkpoint inhibitor-associated diabetes mellitus: mechanisms, clinical  manifestations, and management strategies.","Immune checkpoint inhibitor-associated diabetes mellitus (ICI-DM) is a rare but  life-threatening endocrine immune-related adverse event characterized by abrupt  insulin deficiency and a high incidence of diabetic ketoacidosis (DKA). Unlike  classical type 1 diabetes, ICI-DM often develops after only a few treatment  cycles, shows a fulminant phenotype with disproportionally modest HbA1c  elevation, and is typically irreversible and glucocorticoid-refractory,  necessitating permanent insulin therapy. Mechanistically, PD-1/PD-L1 blockade  disrupts pancreatic immune tolerance and permits autoreactive CD8+  T-cell-mediated β-cell destruction, with risk amplified by susceptible HLA  haplotypes and pre-existing islet autoantibodies (most commonly GAD antibodies).  Additional contributors include pancreatic inflammation, cytokine-driven immune  activation, incretin axis perturbations (GLP-1/GIP), and β-cell  dedifferentiation programs. Clinically, timely recognition requires proactive  glucose monitoring, early ketone assessment, and evaluation of C-peptide and  pancreatic enzymes, particularly because DKA can occur rapidly after symptom  onset. This review synthesizes current evidence on ICI-DM epidemiology,  pathogenesis, clinical presentation, and management, and discusses emerging  preventive and disease-modifying strategies, including mesenchymal stromal cells  and B-cell-targeted approaches, to optimize outcomes in patients receiving  immunotherapy.  Copyright © 2026 Chen, Wang and Duan.",0,"immune checkpoint inhibitorassociated diabetes mellitus icidm rare lifethreatening endocrine immunerelated adverse event characterized abrupt insulin deficiency high incidence diabetic ketoacidosis dka unlike classical type diabetes icidm often develops treatment cycles shows fulminant phenotype disproportionally modest hbac elevation typically irreversible glucocorticoidrefractory necessitating permanent insulin therapy mechanistically pdpdl blockade disrupts pancreatic immune tolerance permits autoreactive cd tcellmediated βcell destruction risk amplified susceptible hla haplotypes preexisting islet autoantibodies commonly gad antibodies additional contributors include pancreatic inflammation cytokinedriven immune activation incretin axis perturbations glpgip βcell dedifferentiation programs clinically timely recognition requires proactive glucose monitoring early ketone assessment evaluation cpeptide pancreatic enzymes particularly dka can occur rapidly symptom onset review synthesizes current evidence icidm epidemiology pathogenesis clinical presentation management discusses emerging preventive diseasemodifying strategies including mesenchymal stromal cells bcelltargeted approaches optimize outcomes patients receiving immunotherapy copyright © chen wang duan"
"41354017","10.1016/j.mam.2025.101429","Vav3, a potential diagnostic and prognostic marker of diabetes, regulates  glycolipid metabolism.","Vav3 can significantly affect the energy metabolism of cancer cells by changing  the cytoskeletal structure, involving the mechanism of disulfidptosis, while  affecting the function of glucose transporters, regulating cellular glucose and  lipid metabolism. This provides an interesting research idea for the exploration  of the pathogenesis of diabetes and the targeted regulation of glucose and lipid  metabolism. Vav3 protein not only participates in β-cell damage in type 1  diabetes but also extensively regulates insulin release and glucose metabolism  in type 2 diabetes. Vav3 proteins directly or indirectly regulate energy  metabolism in multiple organs such as the pancreas, skeletal muscle, and liver  and are involved in some pathological processes such as oxidative stress,  inflammation, and autophagy. These pathological processes are not only regulated  by the Vav3 protein, but also in turn affect the expression level of the Vav3  gene, exacerbating the progression of diabetic complications such as diabetic  osteoporosis and even diabetes-related cancers. Therefore, the regulated  molecular patterns of Vav3 in the microenvironment of diabetic glucose and lipid  metabolism disorder provide a new direction for further exploration of diabetic  energy metabolism mechanism. Vav3 may be a potential diagnostic and prognostic  marker of diabetes. Meanwhile, as an oncogene, it also builds a bridge and  increases the depth of the connection between diabetes and cancer.  Copyright © 2025. Published by Elsevier Ltd.",0,"vav can significantly affect energy metabolism cancer cells changing cytoskeletal structure involving mechanism disulfidptosis affecting function glucose transporters regulating cellular glucose lipid metabolism provides interesting research idea exploration pathogenesis diabetes targeted regulation glucose lipid metabolism vav protein participates βcell damage type diabetes also extensively regulates insulin release glucose metabolism type diabetes vav proteins directly indirectly regulate energy metabolism multiple organs pancreas skeletal muscle liver involved pathological processes oxidative stress inflammation autophagy pathological processes regulated vav protein also turn affect expression level vav gene exacerbating progression diabetic complications diabetic osteoporosis even diabetesrelated cancers therefore regulated molecular patterns vav microenvironment diabetic glucose lipid metabolism disorder provide new direction exploration diabetic energy metabolism mechanism vav may potential diagnostic prognostic marker diabetes meanwhile oncogene also builds bridge increases depth connection diabetes cancer copyright © published elsevier ltd"
